Read_Name	Origin_Gene	Mapped_Gene
Read0	PKD1P1	PKD1P1
Read3	PKD1	PKD1
Read4	PKD1P5	PKD1P5
Read8	PKD1P6	PKD1P6
Read14	PKD1P6	PKD1P6
Read17	PKD1P6	PKD1P6
Read18	PKD1P6	PKD1P6
Read21	PKD1P6	PKD1P6
Read24	PKD1	PKD1
Read26	PKD1	PKD1
Read28	PKD1P6	PKD1P6
Read31	PKD1	PKD1
Read36	PKD1	PKD1
Read37	PKD1P5	PKD1P5
Read41	PKD1P5	PKD1P5
Read43	PKD1P1	PKD1P1
Read45	PKD1P6	PKD1P6
Read50	PKD1	PKD1
Read51	PKD1P6	PKD1P6
Read59	PKD1P1	PKD1P1
Read60	PKD1P6	PKD1P6
Read63	PKD1P1	PKD1P1
Read69	PKD1	PKD1
Read70	PKD1	PKD1
Read71	PKD1	PKD1
Read76	PKD1P6	PKD1P6
Read80	PKD1P6	PKD1P6
Read81	PKD1P2	PKD1P2
Read85	PKD1	PKD1
Read89	PKD1	PKD1
Read93	PKD1P5	PKD1P5
Read95	PKD1P4	PKD1P4
Read98	PKD1P6	PKD1P6
Read100	PKD1	PKD1
Read103	PKD1P3	PKD1P3
Read104	PKD1P5	PKD1P5
Read107	PKD1	PKD1
Read110	PKD1P6	PKD1P6
Read117	PKD1P4	PKD1P4
Read120	PKD1	PKD1
Read123	PKD1	PKD1
Read124	PKD1P5	PKD1P5
Read126	PKD1	PKD1
Read129	PKD1P1	PKD1P1
Read130	PKD1P5	PKD1P5
Read131	PKD1	PKD1
Read137	PKD1P4	PKD1P4
Read141	PKD1P6	PKD1P6
Read145	PKD1P6	PKD1P6
Read152	PKD1P6	PKD1P6
Read159	PKD1P6	PKD1P6
Read160	PKD1	PKD1
Read163	PKD1	PKD1
Read164	PKD1	PKD1
Read165	PKD1P6	PKD1P6
Read166	PKD1P6	PKD1P6
Read169	PKD1	PKD1
Read171	PKD1	PKD1
Read172	PKD1	PKD1
Read173	PKD1	PKD1
Read174	PKD1P6	PKD1P6
Read182	PKD1P6	PKD1P6
Read185	PKD1P6	PKD1P6
Read189	PKD1	PKD1
Read191	PKD1P2	PKD1P2
Read193	PKD1P6	PKD1P6
Read194	PKD1P5	PKD1P5
Read195	PKD1P4	PKD1P4
Read197	PKD1P6	PKD1P6
Read198	PKD1	PKD1
Read205	PKD1P2	PKD1P2
Read208	PKD1	PKD1
Read210	PKD1P3	PKD1P3
Read212	PKD1P6	PKD1P6
Read213	PKD1P6	PKD1P6
Read215	PKD1P4	PKD1P4
Read217	PKD1P3	PKD1P3
Read218	PKD1P6	PKD1P6
Read219	PKD1	PKD1
Read228	PKD1	PKD1
Read230	PKD1P3	PKD1P3
Read231	PKD1P2	PKD1P2
Read232	PKD1P5	PKD1P5
Read233	PKD1P4	PKD1P4
Read235	PKD1	PKD1
Read237	PKD1	PKD1
Read241	PKD1P2	PKD1P2
Read242	PKD1	PKD1
Read245	PKD1P6	PKD1P6
Read246	PKD1P6	PKD1P6
Read250	PKD1P5	PKD1P5
Read251	PKD1	PKD1
Read252	PKD1	PKD1
Read254	PKD1P3	PKD1P3
Read255	PKD1P1	PKD1P1
Read260	PKD1	PKD1
Read261	PKD1P5	PKD1P5
Read266	PKD1	PKD1
Read269	PKD1P6	PKD1P6
Read272	PKD1	PKD1
Read273	PKD1	PKD1
Read274	PKD1	PKD1
Read276	PKD1P5	PKD1P5
Read283	PKD1P2	PKD1P2
Read284	PKD1	PKD1
Read285	PKD1P4	PKD1P4
Read287	PKD1P4	PKD1P4
Read288	PKD1	PKD1
Read291	PKD1	PKD1
Read297	PKD1P6	PKD1P6
Read302	PKD1P5	PKD1P5
Read304	PKD1P6	PKD1P6
Read310	PKD1P3	PKD1P3
Read311	PKD1	PKD1
Read314	PKD1P6	PKD1P6
Read316	PKD1	PKD1
Read317	PKD1P6	PKD1P6
Read318	PKD1	PKD1
Read320	PKD1P6	PKD1P6
Read323	PKD1P6	PKD1P6
Read324	PKD1	PKD1
Read325	PKD1P3	PKD1P3
Read328	PKD1	PKD1
Read330	PKD1P5	PKD1P5
Read333	PKD1	PKD1
Read335	PKD1P6	PKD1P6
Read336	PKD1P3	PKD1P3
Read339	PKD1P3	PKD1P3
Read340	PKD1P3	PKD1P3
Read344	PKD1P6	PKD1P6
Read350	PKD1P6	PKD1P6
Read353	PKD1	PKD1
Read354	PKD1P6	PKD1P6
Read356	PKD1P4	PKD1P4
Read362	PKD1P2	PKD1P2
Read364	PKD1P6	PKD1P6
Read366	PKD1P6	PKD1P6
Read376	PKD1P4	PKD1P4
Read378	PKD1	PKD1
Read381	PKD1P5	PKD1P5
Read384	PKD1	PKD1
Read387	PKD1P6	PKD1P6
Read388	PKD1P6	PKD1P6
Read395	PKD1	PKD1
Read399	PKD1P6	PKD1P6
Read401	PKD1P2	PKD1P2
Read403	PKD1P6	PKD1P6
Read405	PKD1	PKD1
Read406	PKD1	PKD1
Read411	PKD1	PKD1
Read412	PKD1	PKD1
Read416	PKD1	PKD1
Read420	PKD1	PKD1
Read421	PKD1	PKD1
Read423	PKD1P6	PKD1P6
Read424	PKD1P2	PKD1P2
Read426	PKD1P5	PKD1P5
Read427	PKD1P5	PKD1P5
Read429	PKD1	PKD1
Read432	PKD1P6	PKD1P6
Read435	PKD1	PKD1
Read441	PKD1P2	PKD1P2
Read443	PKD1P3	PKD1P3
Read448	PKD1	PKD1
Read449	PKD1P6	PKD1P6
Read450	PKD1P6	PKD1P6
Read451	PKD1	PKD1
Read453	PKD1P1	PKD1P1
Read456	PKD1P4	PKD1P1
Read458	PKD1	PKD1
Read459	PKD1	PKD1
Read462	PKD1P4	PKD1P4
Read463	PKD1	PKD1
Read466	PKD1P2	PKD1P2
Read468	PKD1P6	PKD1P6
Read469	PKD1P1	PKD1P1
Read470	PKD1P4	PKD1P4
Read471	PKD1P2	PKD1P2
Read472	PKD1P3	PKD1P3
Read475	PKD1	PKD1
Read476	PKD1P2	PKD1P2
Read481	PKD1P5	PKD1P5
Read482	PKD1P6	PKD1P6
Read484	PKD1P2	PKD1P2
Read487	PKD1P3	PKD1P3
Read488	PKD1P5	PKD1P5
Read492	PKD1P6	PKD1P6
Read494	PKD1	PKD1
Read496	PKD1P2	PKD1P2
Read498	PKD1P3	PKD1P3
Read499	PKD1	PKD1
Read502	PKD1P3	PKD1P3
Read503	PKD1P2	PKD1P2
Read504	PKD1P2	PKD1P2
Read505	PKD1P3	PKD1P3
Read507	PKD1P4	PKD1P4
Read509	PKD1P2	PKD1P2
Read511	PKD1P6	PKD1P6
Read513	PKD1P6	PKD1P6
Read514	PKD1P1	PKD1P1
Read516	PKD1P5	PKD1P5
Read517	PKD1	PKD1
Read520	PKD1P2	PKD1P2
Read521	PKD1	PKD1
Read524	PKD1	PKD1
Read526	PKD1P5	PKD1P5
Read529	PKD1	PKD1
Read531	PKD1P2	PKD1P2
Read532	PKD1P6	PKD1P6
Read536	PKD1P3	PKD1P3
Read537	PKD1P6	PKD1P6
Read538	PKD1P2	PKD1P2
Read540	PKD1P4	PKD1P4
Read542	PKD1	PKD1
Read543	PKD1P6	PKD1P6
Read551	PKD1P6	PKD1P6
Read555	PKD1P2	PKD1P2
Read561	PKD1	PKD1
Read563	PKD1P4	PKD1P4
Read565	PKD1P6	PKD1P6
Read567	PKD1	PKD1
Read569	PKD1	PKD1
Read574	PKD1P4	PKD1P4
Read575	PKD1	PKD1
Read578	PKD1P6	PKD1P6
Read584	PKD1	PKD1
Read590	PKD1P6	PKD1P6
Read596	PKD1	PKD1
Read602	PKD1P4	PKD1P4
Read605	PKD1P2	PKD1P2
Read608	PKD1	PKD1
Read613	PKD1P1	PKD1P1
Read614	PKD1P1	PKD1P1
Read616	PKD1P6	PKD1P6
Read621	PKD1	PKD1
Read624	PKD1	PKD1
Read625	PKD1	PKD1
Read627	PKD1P6	PKD1P6
Read628	PKD1P6	PKD1P6
Read630	PKD1P2	PKD1P2
Read632	PKD1	PKD1
Read634	PKD1	PKD1
Read635	PKD1P6	PKD1P6
Read636	PKD1P5	PKD1P5
Read637	PKD1P2	PKD1P2
Read638	PKD1P3	PKD1P3
Read639	PKD1P6	PKD1P6
Read641	PKD1P6	PKD1P6
Read643	PKD1	PKD1
Read644	PKD1	PKD1
Read649	PKD1P6	PKD1P6
Read650	PKD1P4	PKD1P4
Read651	PKD1P3	PKD1P3
Read652	PKD1P3	PKD1P3
Read654	PKD1P6	PKD1P6
Read659	PKD1	PKD1
Read662	PKD1P5	PKD1P5
Read663	PKD1P1	PKD1P1
Read667	PKD1P1	PKD1P1
Read668	PKD1P2	PKD1P2
Read672	PKD1P6	PKD1P6
Read674	PKD1P1	PKD1P1
Read675	PKD1P6	PKD1P6
Read680	PKD1P5	PKD1P5
Read682	PKD1	PKD1
Read683	PKD1	PKD1
Read685	PKD1P2	PKD1P2
Read688	PKD1	PKD1
Read691	PKD1	PKD1
Read692	PKD1P6	PKD1P6
Read694	PKD1P2	PKD1P2
Read696	PKD1P6	PKD1P6
Read697	PKD1	PKD1
Read700	PKD1P5	PKD1P5
Read703	PKD1	PKD1
Read704	PKD1	PKD1
Read705	PKD1P3	PKD1P3
Read706	PKD1P6	PKD1P6
Read711	PKD1	PKD1
Read716	PKD1	PKD1
Read717	PKD1P6	PKD1P6
Read719	PKD1	PKD1
Read720	PKD1	PKD1
Read721	PKD1	PKD1
Read724	PKD1P4	PKD1P4
Read730	PKD1P6	PKD1P6
Read732	PKD1P6	PKD1P6
Read736	PKD1	PKD1
Read738	PKD1P6	PKD1P6
Read739	PKD1P6	PKD1P6
Read740	PKD1P6	PKD1P6
Read742	PKD1P6	PKD1P6
Read743	PKD1	PKD1
Read745	PKD1P3	PKD1P3
Read746	PKD1	PKD1
Read749	PKD1P5	PKD1P5
Read756	PKD1P4	PKD1P4
Read763	PKD1	PKD1
Read764	PKD1P3	PKD1P3
Read766	PKD1P4	PKD1P4
Read771	PKD1P6	PKD1P6
Read775	PKD1P5	PKD1P5
Read776	PKD1P5	PKD1P5
Read777	PKD1P6	PKD1P6
Read778	PKD1P6	PKD1P6
Read779	PKD1	PKD1
Read780	PKD1	PKD1
Read782	PKD1	PKD1
Read785	PKD1	PKD1
Read788	PKD1P4	PKD1P4
Read793	PKD1P6	PKD1P6
Read794	PKD1	PKD1
Read798	PKD1	PKD1
Read801	PKD1	PKD1
Read811	PKD1P4	PKD1P4
Read816	PKD1P6	PKD1P6
Read817	PKD1	PKD1
Read818	PKD1P6	PKD1P6
Read819	PKD1P3	PKD1P3
Read820	PKD1	PKD1
Read822	PKD1P2	PKD1P2
Read828	PKD1P6	PKD1P6
Read830	PKD1P6	PKD1P6
Read831	PKD1	PKD1
Read832	PKD1P6	PKD1P6
Read838	PKD1	PKD1
Read840	PKD1	PKD1
Read841	PKD1P6	PKD1P6
Read842	PKD1	PKD1
Read844	PKD1	PKD1
Read845	PKD1P6	PKD1P6
Read848	PKD1P5	PKD1P5
Read851	PKD1P6	PKD1P6
Read854	PKD1P4	PKD1P4
Read856	PKD1P6	PKD1P6
Read860	PKD1	PKD1
Read862	PKD1P4	PKD1P4
Read866	PKD1P5	PKD1P5
Read869	PKD1	PKD1
Read870	PKD1	PKD1
Read872	PKD1P4	PKD1P4
Read874	PKD1P6	PKD1P6
Read877	PKD1P4	PKD1P4
Read878	PKD1	PKD1
Read879	PKD1P6	PKD1P6
Read880	PKD1P2	PKD1P2
Read888	PKD1P5	PKD1P5
Read889	PKD1	PKD1
Read890	PKD1P5	PKD1P5
Read894	PKD1P4	PKD1P4
Read895	PKD1P3	PKD1P3
Read901	PKD1	PKD1
Read903	PKD1P2	PKD1P2
Read904	PKD1P6	PKD1P6
Read905	PKD1P4	PKD1P4
Read910	PKD1P6	PKD1P6
Read911	PKD1	PKD1
Read916	PKD1P6	PKD1P6
Read919	PKD1P4	PKD1P4
Read921	PKD1	PKD1
Read922	PKD1P6	PKD1P6
Read923	PKD1P1	PKD1P1
Read924	PKD1	PKD1
Read928	PKD1P3	PKD1P3
Read931	PKD1	PKD1
Read933	PKD1P5	PKD1P5
Read935	PKD1	PKD1
Read938	PKD1P3	PKD1P3
Read940	PKD1	PKD1
Read942	PKD1P1	PKD1P1
Read943	PKD1P5	PKD1P5
Read947	PKD1	PKD1
Read949	PKD1P6	PKD1P6
Read951	PKD1	PKD1
Read952	PKD1	PKD1
Read954	PKD1P6	PKD1P6
Read959	PKD1P6	PKD1P6
Read966	PKD1P4	PKD1P4
Read968	PKD1P5	PKD1P5
Read971	PKD1	PKD1
Read973	PKD1P6	PKD1P6
Read978	PKD1	PKD1
Read980	PKD1P1	PKD1P1
Read981	PKD1	PKD1
Read985	PKD1	PKD1
Read986	PKD1P4	PKD1P4
Read988	PKD1P4	PKD1P4
Read990	PKD1P6	PKD1P6
Read993	PKD1	PKD1
Read995	PKD1P4	PKD1P4
Read996	PKD1P6	PKD1P6
Read997	PKD1P6	PKD1P6
Read998	PKD1P6	PKD1P6
Read999	PKD1P6	PKD1P6
Read1001	PKD1	PKD1
Read1004	PKD1P6	PKD1P6
Read1005	PKD1P1	PKD1P1
Read1007	PKD1P6	PKD1P6
Read1010	PKD1P3	PKD1P3
Read1013	PKD1P3	PKD1P3
Read1014	PKD1	PKD1
Read1015	PKD1	PKD1
Read1017	PKD1P6	PKD1P6
Read1020	PKD1P6	PKD1P6
Read1024	PKD1	PKD1
Read1026	PKD1	PKD1
Read1029	PKD1	PKD1
Read1034	PKD1P4	PKD1P4
Read1035	PKD1	PKD1
Read1045	PKD1P3	PKD1P3
Read1046	PKD1P2	PKD1P2
Read1049	PKD1	PKD1
Read1056	PKD1	PKD1
Read1058	PKD1P4	PKD1P4
Read1061	PKD1P6	PKD1P6
Read1063	PKD1P5	PKD1P5
Read1068	PKD1P6	PKD1P6
Read1071	PKD1	PKD1
Read1074	PKD1P2	PKD1P2
Read1075	PKD1P6	PKD1P6
Read1076	PKD1P6	PKD1P6
Read1081	PKD1	PKD1
Read1084	PKD1P2	PKD1P2
Read1085	PKD1P3	PKD1P3
Read1086	PKD1	PKD1
Read1087	PKD1	PKD1
Read1090	PKD1P6	PKD1P6
Read1093	PKD1P2	PKD1P2
Read1095	PKD1	PKD1
Read1096	PKD1P1	PKD1P1
Read1097	PKD1P6	PKD1P6
Read1104	PKD1	PKD1
Read1105	PKD1P6	PKD1P6
Read1106	PKD1	PKD1
Read1113	PKD1	PKD1
Read1115	PKD1	PKD1
Read1118	PKD1P3	PKD1P3
Read1119	PKD1P6	PKD1P6
Read1121	PKD1	PKD1
Read1122	PKD1P6	PKD1P6
Read1128	PKD1	PKD1
Read1131	PKD1P6	PKD1P6
Read1139	PKD1	PKD1
Read1140	PKD1	PKD1
Read1141	PKD1	PKD1
Read1142	PKD1P3	PKD1P3
Read1145	PKD1	PKD1
Read1146	PKD1P5	PKD1P5
Read1148	PKD1P5	PKD1P5
Read1153	PKD1	PKD1
Read1155	PKD1	PKD1
Read1156	PKD1P2	PKD1P2
Read1157	PKD1	PKD1
Read1160	PKD1P6	PKD1P6
Read1161	PKD1P3	PKD1P3
Read1162	PKD1	PKD1
Read1165	PKD1P6	PKD1P6
Read1172	PKD1	PKD1
Read1174	PKD1	PKD1
Read1175	PKD1P5	PKD1P5
Read1177	PKD1P6	PKD1P6
Read1180	PKD1P5	PKD1P5
Read1186	PKD1P4	PKD1P4
Read1187	PKD1P2	PKD1P2
Read1188	PKD1P4	PKD1P4
Read1195	PKD1P4	PKD1P4
Read1201	PKD1P4	PKD1P4
Read1202	PKD1P2	PKD1P2
Read1206	PKD1	PKD1
Read1207	PKD1P5	PKD1P5
Read1210	PKD1P5	PKD1P5
Read1211	PKD1P3	PKD1P3
Read1212	PKD1	PKD1
Read1214	PKD1	PKD1
Read1218	PKD1	PKD1
Read1224	PKD1	PKD1
Read1226	PKD1P6	PKD1P6
Read1229	PKD1	PKD1
Read1231	PKD1P6	PKD1P6
Read1236	PKD1	PKD1
Read1238	PKD1P2	PKD1P2
Read1244	PKD1P3	PKD1P3
Read1250	PKD1P6	PKD1P6
Read1258	PKD1P3	PKD1P3
Read1260	PKD1P6	PKD1P6
Read1263	PKD1P6	PKD1P6
Read1264	PKD1P1	PKD1P1
Read1267	PKD1P6	PKD1P6
Read1269	PKD1P6	PKD1P6
Read1270	PKD1	PKD1
Read1274	PKD1P6	PKD1P6
Read1275	PKD1P1	PKD1P1
Read1277	PKD1	PKD1
Read1278	PKD1	PKD1
Read1285	PKD1P6	PKD1P6
Read1288	PKD1P3	PKD1P3
Read1289	PKD1P1	PKD1P1
Read1290	PKD1	PKD1
Read1292	PKD1P5	PKD1P5
Read1293	PKD1P6	PKD1P6
Read1299	PKD1	PKD1
Read1300	PKD1P6	PKD1P6
Read1304	PKD1P3	PKD1P3
Read1306	PKD1P6	PKD1P6
Read1307	PKD1P6	PKD1P6
Read1312	PKD1P6	PKD1P6
Read1322	PKD1P6	PKD1P6
Read1323	PKD1	PKD1
Read1324	PKD1P3	PKD1P3
Read1325	PKD1P2	PKD1P2
Read1327	PKD1	PKD1
Read1328	PKD1P6	PKD1P6
Read1331	PKD1P6	PKD1P6
Read1335	PKD1P6	PKD1P6
Read1336	PKD1	PKD1
Read1337	PKD1P6	PKD1P6
Read1338	PKD1	PKD1
Read1339	PKD1	PKD1
Read1341	PKD1P1	PKD1P1
Read1344	PKD1P3	PKD1P3
Read1347	PKD1P1	PKD1P1
Read1350	PKD1P6	PKD1P6
Read1352	PKD1P3	PKD1P3
Read1357	PKD1P3	PKD1P3
Read1362	PKD1P4	PKD1P4
Read1363	PKD1	PKD1
Read1365	PKD1P6	PKD1P6
Read1367	PKD1P6	PKD1P6
Read1371	PKD1	PKD1
Read1372	PKD1P1	PKD1P1
Read1373	PKD1	PKD1
Read1374	PKD1P6	PKD1P6
Read1380	PKD1P6	PKD1P6
Read1382	PKD1P5	PKD1P5
Read1386	PKD1P3	PKD1P3
Read1387	PKD1P5	PKD1P5
Read1388	PKD1P6	PKD1P6
Read1390	PKD1P6	PKD1P6
Read1392	PKD1P2	PKD1P2
Read1394	PKD1	PKD1
Read1396	PKD1P2	PKD1P2
Read1397	PKD1P3	PKD1P3
Read1398	PKD1	PKD1
Read1402	PKD1P3	PKD1P3
Read1405	PKD1P5	PKD1P5
Read1407	PKD1P6	PKD1P6
Read1410	PKD1P6	PKD1P6
Read1414	PKD1	PKD1
Read1415	PKD1	PKD1
Read1419	PKD1	PKD1
Read1424	PKD1	PKD1
Read1425	PKD1P1	PKD1P1
Read1426	PKD1P1	PKD1P1
Read1427	PKD1	PKD1
Read1429	PKD1P3	PKD1P3
Read1430	PKD1P6	PKD1P6
Read1431	PKD1P6	PKD1P6
Read1435	PKD1P4	PKD1P4
Read1437	PKD1	PKD1
Read1441	PKD1P6	PKD1P6
Read1442	PKD1P3	PKD1P3
Read1443	PKD1	PKD1
Read1448	PKD1P6	PKD1P6
Read1455	PKD1P2	PKD1P2
Read1456	PKD1P3	PKD1P3
Read1457	PKD1P5	PKD1P5
Read1459	PKD1P6	PKD1P6
Read1463	PKD1P4	PKD1P4
Read1464	PKD1P6	PKD1P6
Read1470	PKD1P4	PKD1P4
Read1473	PKD1P4	PKD1P4
Read1474	PKD1	PKD1
Read1475	PKD1P6	PKD1P6
Read1478	PKD1P5	PKD1P5
Read1480	PKD1	PKD1
Read1482	PKD1P3	PKD1P3
Read1486	PKD1	PKD1
Read1488	PKD1P6	PKD1P6
Read1489	PKD1P2	PKD1P2
Read1492	PKD1P6	PKD1P6
Read1493	PKD1	PKD1
Read1497	PKD1	PKD1
Read1498	PKD1P6	PKD1P6
Read1501	PKD1P6	PKD1P6
Read1502	PKD1P2	PKD1P2
Read1504	PKD1	PKD1
Read1508	PKD1	PKD1
Read1509	PKD1	PKD1
Read1510	PKD1	PKD1
Read1516	PKD1P6	PKD1P6
Read1517	PKD1P2	PKD1P2
Read1519	PKD1	PKD1
Read1520	PKD1P6	PKD1P6
Read1521	PKD1P4	PKD1P4
Read1522	PKD1	PKD1
Read1523	PKD1P5	PKD1P5
Read1526	PKD1P5	PKD1P5
Read1529	PKD1	PKD1
Read1530	PKD1P6	PKD1P6
Read1531	PKD1P6	PKD1P6
Read1537	PKD1	PKD1
Read1541	PKD1P2	PKD1P2
Read1543	PKD1P3	PKD1P3
Read1544	PKD1P4	PKD1P4
Read1547	PKD1	PKD1
Read1551	PKD1	PKD1
Read1552	PKD1P6	PKD1P6
Read1553	PKD1P3	PKD1P3
Read1556	PKD1P6	PKD1P6
Read1557	PKD1P6	PKD1P6
Read1560	PKD1	PKD1
Read1567	PKD1P2	PKD1P2
Read1571	PKD1P2	PKD1P2
Read1583	PKD1	PKD1
Read1584	PKD1P6	PKD1P6
Read1585	PKD1	PKD1
Read1586	PKD1P6	PKD1P6
Read1588	PKD1P6	PKD1P6
Read1590	PKD1	PKD1
Read1601	PKD1	PKD1
Read1606	PKD1P3	PKD1P3
Read1608	PKD1P6	PKD1P6
Read1612	PKD1	PKD1
Read1613	PKD1	PKD1
Read1614	PKD1P4	PKD1P4
Read1622	PKD1P1	PKD1P1
Read1631	PKD1P5	PKD1P5
Read1634	PKD1P2	PKD1P2
Read1637	PKD1P5	PKD1P5
Read1640	PKD1P6	PKD1P6
Read1641	PKD1P4	PKD1P4
Read1643	PKD1P6	PKD1P6
Read1646	PKD1P6	PKD1P6
Read1647	PKD1	PKD1
Read1650	PKD1P3	PKD1P3
Read1655	PKD1	PKD1
Read1657	PKD1	PKD1
Read1664	PKD1P4	PKD1P4
Read1665	PKD1	PKD1
Read1668	PKD1	PKD1
Read1670	PKD1P1	PKD1P1
Read1671	PKD1	PKD1
Read1680	PKD1	PKD1
Read1684	PKD1P4	PKD1P4
Read1685	PKD1P4	PKD1P4
Read1686	PKD1P6	PKD1P6
Read1688	PKD1P6	PKD1P6
Read1690	PKD1	PKD1
Read1695	PKD1P6	PKD1P6
Read1697	PKD1P6	PKD1P6
Read1698	PKD1P6	PKD1P6
Read1705	PKD1	PKD1
Read1707	PKD1P3	PKD1P3
Read1708	PKD1P5	PKD1P5
Read1712	PKD1P6	PKD1P6
Read1713	PKD1P5	PKD1P5
Read1716	PKD1	PKD1
Read1720	PKD1P3	PKD1P3
Read1725	PKD1P6	PKD1P6
Read1727	PKD1P6	PKD1P6
Read1730	PKD1	PKD1
Read1732	PKD1P6	PKD1P6
Read1733	PKD1P6	PKD1P6
Read1734	PKD1P3	PKD1P3
Read1741	PKD1	PKD1
Read1753	PKD1P6	PKD1P6
Read1754	PKD1P3	PKD1P3
Read1755	PKD1P6	PKD1P6
Read1759	PKD1P6	PKD1P6
Read1763	PKD1P3	PKD1P3
Read1764	PKD1P6	PKD1P6
Read1768	PKD1	PKD1
Read1772	PKD1P4	PKD1P4
Read1775	PKD1P6	PKD1P6
Read1777	PKD1	PKD1
Read1779	PKD1	PKD1
Read1782	PKD1P5	PKD1P5
Read1783	PKD1P6	PKD1P6
Read1784	PKD1P4	PKD1P4
Read1791	PKD1P4	PKD1P4
Read1793	PKD1P6	PKD1P6
Read1794	PKD1P6	PKD1P6
Read1801	PKD1P3	PKD1P3
Read1803	PKD1P6	PKD1P6
Read1810	PKD1P3	PKD1P3
Read1811	PKD1	PKD1
Read1815	PKD1P5	PKD1P5
Read1818	PKD1P4	PKD1P4
Read1822	PKD1P6	PKD1P6
Read1830	PKD1P6	PKD1P6
Read1831	PKD1	PKD1
Read1834	PKD1	PKD1
Read1837	PKD1P5	PKD1P5
Read1847	PKD1P6	PKD1P6
Read1848	PKD1P6	PKD1P6
Read1852	PKD1	PKD1
Read1854	PKD1P3	PKD1P3
Read1860	PKD1P1	PKD1P1
Read1861	PKD1P6	PKD1P6
Read1863	PKD1	PKD1
Read1865	PKD1P2	PKD1P2
Read1866	PKD1P3	PKD1P3
Read1868	PKD1P5	PKD1P5
Read1869	PKD1	PKD1
Read1871	PKD1	PKD1
Read1881	PKD1P2	PKD1P2
Read1884	PKD1P6	PKD1P6
Read1892	PKD1	PKD1
Read1894	PKD1	PKD1
Read1895	PKD1P6	PKD1P6
Read1908	PKD1P2	PKD1P2
Read1909	PKD1	PKD1
Read1912	PKD1P5	PKD1P5
Read1915	PKD1P2	PKD1P2
Read1916	PKD1P6	PKD1P6
Read1920	PKD1P6	PKD1P6
Read1924	PKD1P3	PKD1P3
Read1927	PKD1P1	PKD1P1
Read1928	PKD1	PKD1
Read1929	PKD1P4	PKD1P4
Read1932	PKD1P5	PKD1P5
Read1933	PKD1P6	PKD1P6
Read1938	PKD1	PKD1
Read1944	PKD1P6	PKD1P6
Read1949	PKD1P1	PKD1P1
Read1950	PKD1P6	PKD1P6
Read1954	PKD1	PKD1
Read1955	PKD1	PKD1
Read1956	PKD1P3	PKD1P3
Read1958	PKD1P6	PKD1P6
Read1960	PKD1P1	PKD1P1
Read1961	PKD1	PKD1
Read1962	PKD1P6	PKD1P6
Read1966	PKD1P6	PKD1P6
Read1967	PKD1P2	PKD1P2
Read1970	PKD1P4	PKD1P4
Read1974	PKD1P6	PKD1P6
Read1978	PKD1	PKD1
Read1980	PKD1P6	PKD1P6
Read1984	PKD1P6	PKD1P6
Read1986	PKD1	PKD1
Read1998	PKD1	PKD1
Read1999	PKD1P5	PKD1P5
Read2002	PKD1P6	PKD1P6
Read2006	PKD1	PKD1
Read2007	PKD1	PKD1
Read2008	PKD1P2	PKD1P2
Read2022	PKD1P6	PKD1P6
Read2025	PKD1	PKD1
Read2030	PKD1P6	PKD1P6
Read2037	PKD1P6	PKD1P6
Read2039	PKD1	PKD1
Read2041	PKD1	PKD1
Read2043	PKD1	PKD1
Read2044	PKD1	PKD1
Read2045	PKD1P3	PKD1P3
Read2046	PKD1	PKD1
Read2047	PKD1	PKD1
Read2049	PKD1P6	PKD1P6
Read2050	PKD1P3	PKD1P3
Read2053	PKD1P5	PKD1P5
Read2054	PKD1P6	PKD1P6
Read2059	PKD1P3	PKD1P3
Read2062	PKD1P6	PKD1P6
Read2063	PKD1P5	PKD1P5
Read2064	PKD1P5	PKD1P5
Read2067	PKD1	PKD1
Read2068	PKD1P4	PKD1P4
Read2072	PKD1P3	PKD1P3
Read2074	PKD1P6	PKD1P6
Read2076	PKD1P6	PKD1P6
Read2077	PKD1P3	PKD1P3
Read2078	PKD1P3	PKD1P3
Read2079	PKD1	PKD1
Read2082	PKD1P2	PKD1P2
Read2083	PKD1P4	PKD1P4
Read2087	PKD1P3	PKD1P3
Read2088	PKD1	PKD1
Read2089	PKD1P6	PKD1P6
Read2090	PKD1P6	PKD1P6
Read2092	PKD1	PKD1
Read2098	PKD1P1	PKD1P1
Read2100	PKD1	PKD1
Read2105	PKD1P5	PKD1P5
Read2108	PKD1P3	PKD1P3
Read2110	PKD1	PKD1
Read2111	PKD1P6	PKD1P6
Read2112	PKD1	PKD1
Read2113	PKD1P6	PKD1P6
Read2119	PKD1P6	PKD1P6
Read2120	PKD1P4	PKD1P4
Read2123	PKD1	PKD1
Read2126	PKD1P1	PKD1P1
Read2129	PKD1P4	PKD1P4
Read2133	PKD1	PKD1
Read2136	PKD1P2	PKD1P2
Read2139	PKD1	PKD1
Read2147	PKD1	PKD1
Read2149	PKD1P6	PKD1P6
Read2152	PKD1P6	PKD1P6
Read2153	PKD1P3	PKD1P3
Read2158	PKD1	PKD1
Read2162	PKD1	PKD1
Read2170	PKD1P6	PKD1P6
Read2178	PKD1P6	PKD1P6
Read2180	PKD1	PKD1
Read2181	PKD1P6	PKD1P6
Read2184	PKD1P6	PKD1P6
Read2185	PKD1P6	PKD1P6
Read2186	PKD1	PKD1
Read2187	PKD1	PKD1
Read2188	PKD1	PKD1
Read2191	PKD1	PKD1
Read2192	PKD1P6	PKD1P6
Read2198	PKD1P3	PKD1P3
